qnum,muni,codeibge,codesetor,group,incumbent_wins,acc_status,age,politics_interest,turnout_2012,vote_2012,same_race_mayor,turnout_2014,vote_2014,partisan,pid,muni_biggest_prob,politician_helped,mayor_pid,govt_eval_baseline,acc_eval_baseline,uncertain_acc_baseline,edu_eval_baseline,uncertain_edu_baseline,tce_knowledge,ana_knowledge,child_school,confid_fedgov,confid_justice,confid_tce,confid_muni,acc_responsible,edu_responsible,prob_vote_buying,prob_vote_monitoring,prob_vote_count,acc_rejected_prior,tce_prior_cert,ana_prior,edu_prior_uncert,years_edu,race,religion,income,relative_wellbeing,muni_biggest_prob_noimpute,govt_eval_baseline_noimpute,confid_fedgov_noimpute,confid_justice_noimpute,confid_tce_noimpute,confid_muni_noimpute,ana,accounts,acc_rejected,control,female,edu_rank1,acc_rank1,info_corrupt_welfare1,source_cred1_survey,free_fair,flier,turnout,vote_choice,campaign_issue,pol_effort,vote_vig,rejected_should_rerun,vote_vig_cont,pol_honesty_noimpute,vig_treatment,valid_vote,vote,vote_vig_strict,attrited
935,Custódia,2605103,260510305000031,(3) Educação,0,REJEIÇÃO,55,Interessado(a),0,1,0,Sim,Dilma Rousseff,1,PT,Falta de água,0,7,1,Ótimo,7,Ótimo,7,1,1,0,3,3,5,7,7,7,1,3,1,0,Muito seguro(a),85,Seguro(a),6,Parda,Católica,3,3,Falta de água,1,3,3,5,7,1,0,1,0,1,0,0,1,0,4,Educação,1,3,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),1,1,0,1,0
936,Custódia,2605103,260510305000031,(1) Controle,0,REJEIÇÃO,33,Pouco interessado(a),1,1,0,Sim,Aécio Neves,0,NA,Saúde/hospitais/postos de saúde,0,7,5,Péssimo,5,Péssimo,5,1,0,1,1,2,4,1,6,6,1,1,1,1,Seguro(a),89,Seguro(a),7,Parda,Católica,4,4,Saúde/hospitais/postos de saúde,5,1,2,4,1,0,0,1,1,1,0,0,1,0,2,Gestão Financ.,1,Branco/Nulo,NA,2,1,Não deveriam ter o direito de disputar a reeleição,1,Pouco surpreso(a),1,0,0,1,0
937,Custódia,2605103,260510305000031,(1) Controle,0,REJEIÇÃO,45,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,4,2,Regular,7,Ruim,7,1,1,0,2,2,5,3,7,7,1,3,1,0,Seguro(a),110,Seguro(a),4,Branca,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)",3,3,NA,2,2,2,5,3,0,0,1,1,0,0,0,0,0,4,Gestão Financ.,1,1,Atraso no pagamento do funcionalismo público,2,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
938,Custódia,2605103,260510305000031,(3) Educação,0,REJEIÇÃO,62,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,7,5,Péssimo,7,Péssimo,7,0,0,0,1,2,4,2,7,7,1,1,1,1,Seguro(a),112,Muito seguro(a),0,Parda,Católica,3,3,NA,5,1,2,4,2,1,0,1,0,0,0,1,1,0,2,Educação,1,3,Educação/escolas/creches,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,0,1,0
939,Custódia,2605103,260510305000031,(3) Educação,0,REJEIÇÃO,51,Muito interessado(a),1,1,1,Sim,Marina Silva,1,PSD,Saúde/hospitais/postos de saúde,0,1,5,Regular,7,Péssimo,7,1,0,0,1,5,5,1,7,7,1,4,2,1,Muito seguro(a),93,Inseguro(a),5,Branca,Católica,4,3,Saúde/hospitais/postos de saúde,5,1,5,5,1,1,0,1,0,0,0,1,1,0,6,Educação,1,3,Falta de água,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,0,1,0,0,0
940,Custódia,2605103,260510305000031,(2) Gestão Financeira,0,REJEIÇÃO,78,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,7,2,Bom,6,Ótimo,6,1,0,0,4,3,4,5,7,7,1,1,1,1,Seguro(a),118,Muito inseguro(a),5,Parda,Católica,4,4,NA,2,4,3,4,5,0,1,1,0,1,0,1,0,0,2,Gestão Financ.,1,1,Má administração,5,1,Sim deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
941,Custódia,2605103,260510305000031,(2) Gestão Financeira,0,REJEIÇÃO,25,Interessado(a),1,0,1,Sim,Luciana Genro,0,NA,Falta de água,0,4,4,Ruim,6,Ruim,6,1,0,0,4,4,6,2,7,7,2,2,1,1,Muito seguro(a),180,Seguro(a),17,Branca,Católica,4,4,Falta de água,4,4,4,6,2,0,1,1,0,0,0,0,0,0,3,Gestão Financ.,1,Branco/Nulo,Má administração,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,0,0,1,0
942,Custódia,2605103,260510305000031,(2) Gestão Financeira,0,REJEIÇÃO,22,Interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Educação/escolas/creches,0,5,5,Regular,7,Péssimo,7,0,0,0,2,2,2,2,6,7,1,1,1,1,Muito seguro(a),143,Inseguro(a),7,Parda,Católica,3,3,Educação/escolas/creches,5,2,2,2,2,0,1,1,0,1,0,1,0,0,2,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
943,Custódia,2605103,260510305000031,(1) Controle,0,REJEIÇÃO,35,Interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,5,3,Bom,5,Bom,6,0,0,0,4,4,4,6,7,7,1,1,1,0,Muito seguro(a),108,Seguro(a),9,Branca,Católica,3,3,Saúde/hospitais/postos de saúde,3,4,4,4,6,0,0,1,1,0,0,0,0,0,2,Educação,1,1,Saúde/hospitais/postos de saúde,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
944,Custódia,2605103,260510305000031,(3) Educação,0,REJEIÇÃO,25,Interessado(a),1,0,0,Sim,Dilma Rousseff,1,PT,Falta de água,0,7,1,Bom,7,Bom,7,0,0,0,5,5,5,7,6,6,1,2,2,0,Seguro(a),29,Muito inseguro(a),2,Branca,Católica,3,4,Falta de água,1,5,5,NA,7,1,0,1,0,0,0,0,0,0,4,Educação,1,1,Saúde/hospitais/postos de saúde,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
945,Custódia,2605103,260510305000032,(3) Educação,0,REJEIÇÃO,38,Muito interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,1,7,2,Bom,5,Bom,6,1,1,1,5,6,7,7,7,7,1,4,2,0,Seguro(a),1,Seguro(a),12,Parda,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)",6,4,Saúde/hospitais/postos de saúde,2,5,6,7,7,1,0,1,0,1,1,0,0,0,6,Educação,1,1,Saúde/hospitais/postos de saúde,5,1,Não deveriam ter o direito de disputar a reeleição,1,Mais ou menos surpreso(a),0,1,1,1,0
946,Custódia,2605103,260510305000032,(2) Gestão Financeira,0,REJEIÇÃO,36,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Falta de água,0,4,5,Bom,4,Bom,4,1,1,1,3,3,5,3,7,7,4,1,1,1,Seguro(a),185,Seguro(a),7,Branca,Católica,1,3,Falta de água,5,3,3,5,3,0,1,1,0,1,0,0,0,0,2,Gestão Financ.,1,1,Educação/escolas/creches,4,1,Não deveriam ter o direito de disputar a reeleição,2,Mais ou menos surpreso(a),0,1,1,0,0
947,Custódia,2605103,260510305000032,(1) Controle,0,REJEIÇÃO,68,Interessado(a),1,0,1,Sim,Dilma Rousseff,1,DEMOCRATAS (DEM) / PFL,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,1,0,0,1,4,4,1,7,7,1,1,1,1,Seguro(a),119,Seguro(a),0,Branca,Católica,4,3,Saúde/hospitais/postos de saúde,5,1,4,4,1,0,0,1,1,0,0,0,0,0,2,Educação,1,3,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
948,Custódia,2605103,260510305000032,(2) Gestão Financeira,0,REJEIÇÃO,64,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Falta de água,0,4,5,Ruim,6,Ruim,6,1,0,0,4,4,4,3,7,7,1,1,1,1,Inseguro(a),93,Inseguro(a),1,Parda,Católica,3,3,Falta de água,5,4,4,4,3,0,1,1,0,1,0,0,0,0,2,Gestão Financ.,1,Branco/Nulo,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,1,Pouco surpreso(a),1,0,0,1,0
949,Custódia,2605103,260510305000032,(3) Educação,0,REJEIÇÃO,56,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Falta de água,0,5,3,Regular,5,Regular,5,1,1,0,4,7,7,4,7,7,1,4,1,0,Inseguro(a),93,Seguro(a),12,Parda,Católica,1,2,Falta de água,3,4,7,7,4,1,0,1,0,1,0,0,0,0,5,Educação,1,3,NA,2,1,Não deveriam ter o direito de disputar a reeleição,1,Mais ou menos surpreso(a),1,1,0,1,0
950,Custódia,2605103,260510305000032,(2) Gestão Financeira,0,REJEIÇÃO,52,Muito interessado(a),1,1,1,Sim,Dilma Rousseff,1,PT,Falta de água,0,7,3,Ótimo,7,Ótimo,7,0,0,1,1,4,3,7,7,5,1,1,1,0,Seguro(a),142,Muito inseguro(a),12,Branca,Católica,4,4,Falta de água,3,1,4,3,7,0,1,1,0,0,0,0,1,0,2,Gestão Financ.,1,1,Má administração,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),1,1,1,1,0
951,Custódia,2605103,260510305000032,(1) Controle,0,REJEIÇÃO,21,Pouco interessado(a),1,0,1,Sim,Dilma Rousseff,0,NA,Saneamento básico (água e esgoto),0,6,2,Bom,3,Bom,5,1,0,0,4,4,4,6,7,7,1,4,1,0,Inseguro(a),49,Inseguro(a),12,Parda,Católica,3,3,Saneamento básico (água e esgoto),2,NA,NA,4,6,0,0,1,1,0,1,0,0,0,5,Educação,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
952,Custódia,2605103,260510305000032,(3) Educação,0,REJEIÇÃO,44,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,PT,Falta de água,0,7,1,Bom,6,Regular,6,1,1,0,1,4,1,7,7,7,1,1,1,0,Seguro(a),93,Seguro(a),12,Parda,Católica,3,3,Falta de água,1,1,NA,1,7,1,0,1,0,1,0,0,0,0,2,Educação,1,1,Saúde/hospitais/postos de saúde,4,1,Sim deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),0,1,1,0,0
953,Custódia,2605103,260510305000032,(1) Controle,0,REJEIÇÃO,41,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,PT,Saúde/hospitais/postos de saúde,0,7,3,Bom,5,Ótimo,6,1,0,0,2,2,4,4,7,7,1,3,1,1,Seguro(a),182,Seguro(a),12,Preta,Católica,3,4,Saúde/hospitais/postos de saúde,3,2,2,4,4,0,0,1,1,1,0,0,0,0,4,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
954,Custódia,2605103,260510305000032,(1) Controle,0,REJEIÇÃO,20,Interessado(a),0,1,1,Não,Dilma Rousseff,1,PSB,Saúde/hospitais/postos de saúde,0,1,4,Péssimo,6,Bom,6,0,0,0,5,4,5,3,7,7,4,3,3,1,Seguro(a),185,Seguro(a),12,Parda,Católica,3,3,Saúde/hospitais/postos de saúde,4,5,4,5,3,0,0,1,1,1,0,1,1,0,6,Educação,1,3,Saúde/hospitais/postos de saúde,2,0,Não deveriam ter o direito de disputar a reeleição,4,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
955,Custódia,2605103,260510305000032,(2) Gestão Financeira,0,REJEIÇÃO,27,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,PSB,Saúde/hospitais/postos de saúde,0,7,4,Ruim,6,Péssimo,6,1,0,1,3,3,5,3,7,7,4,4,1,1,Muito seguro(a),141,Muito seguro(a),12,Parda,Católica,4,3,Saúde/hospitais/postos de saúde,4,3,3,5,3,0,1,1,0,1,0,0,1,0,5,Gestão Financ.,1,3,Educação/escolas/creches,2,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,0,1,0,0,0
956,Custódia,2605103,260510305000032,(1) Controle,0,REJEIÇÃO,40,Interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,5,4,Ruim,5,Ruim,5,1,0,1,4,4,6,3,7,7,3,1,1,1,Seguro(a),82,Seguro(a),3,Parda,Católica,3,2,Saúde/hospitais/postos de saúde,4,4,4,6,3,0,0,1,1,0,0,0,0,0,2,Gestão Financ.,1,3,Desemprego/combate ao desemprego,1,1,Não deveriam ter o direito de disputar a reeleição,1,Mais ou menos surpreso(a),0,1,0,1,0
957,Custódia,2605103,260510305000032,(2) Gestão Financeira,0,REJEIÇÃO,22,Muito interessado(a),1,1,1,Sim,Aécio Neves,1,PT,Calçamento/asfaltamento/buracos,0,7,1,Bom,7,Ótimo,7,1,0,0,1,1,7,7,7,7,1,1,1,1,Seguro(a),181,Inseguro(a),12,Branca,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)",4,3,Calçamento/asfaltamento/buracos,1,1,1,7,7,0,1,1,0,0,0,0,0,1,2,Gestão Financ.,1,1,Educação/escolas/creches,4,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),1,1,1,1,0
958,Custódia,2605103,260510305000032,(3) Educação,0,REJEIÇÃO,38,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,5,2,Bom,6,Bom,6,0,0,1,3,3,5,3,7,7,1,2,1,0,Muito seguro(a),93,Inseguro(a),5,Branca,Católica,4,3,Saúde/hospitais/postos de saúde,2,3,3,5,3,1,0,1,0,0,0,0,1,0,3,Educação,1,1,Educação/escolas/creches,4,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),1,1,1,1,0
959,Custódia,2605103,260510305000032,(1) Controle,0,REJEIÇÃO,30,Interessado(a),1,0,1,Sim,Dilma Rousseff,1,PT,Má qualidade na iluminação pública,0,7,3,Bom,6,Ruim,4,1,1,1,4,4,4,4,7,7,1,1,1,1,Muito seguro(a),182,Seguro(a),9,Branca,Católica,4,3,Má qualidade na iluminação pública,3,4,4,4,4,0,0,1,1,0,0,0,0,0,2,Gestão Financ.,1,3,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,2,Pouco surpreso(a),1,1,0,0,0
960,Custódia,2605103,260510305000032,(3) Educação,0,REJEIÇÃO,32,Interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Falta de água,0,3,3,Bom,5,Regular,5,1,0,0,4,5,5,4,5,7,1,2,1,1,Seguro(a),52,Inseguro(a),11,Parda,Católica,3,3,Falta de água,3,4,5,5,4,1,0,1,0,0,0,0,0,0,3,Educação,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
961,Custódia,2605103,260510305000033,(1) Controle,0,REJEIÇÃO,18,Pouco interessado(a),0,0,1,Sim,Dilma Rousseff,1,PT,Desemprego/combate ao desemprego,0,6,1,Ótimo,7,Ótimo,7,0,0,0,5,5,5,6,7,7,2,1,4,0,Seguro(a),45,Seguro(a),12,Branca,Evangélica Pentecostal,5,4,Desemprego/combate ao desemprego,1,5,5,5,6,0,0,1,1,1,1,0,1,0,5,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,5,1,Sim deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),1,1,1,0,0
962,Custódia,2605103,260510305000033,(2) Gestão Financeira,0,REJEIÇÃO,73,Interessado(a),1,0,0,Sim,Dilma Rousseff,1,PT,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,0,0,0,1,7,3,7,7,7,4,1,4,1,Inseguro(a),93,Seguro(a),0,Parda,Católica,4,4,Saúde/hospitais/postos de saúde,5,1,7,3,7,0,1,1,0,0,0,0,0,0,5,Gestão Financ.,0,1,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,1,Pouco surpreso(a),0,0,0,1,0
963,Custódia,2605103,260510305000033,(1) Controle,0,REJEIÇÃO,77,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,6,5,Péssimo,7,Péssimo,7,0,0,0,1,5,4,7,7,7,4,3,4,1,Seguro(a),93,Seguro(a),0,Branca,Católica,3,3,Saúde/hospitais/postos de saúde,5,1,5,4,7,0,0,1,1,1,1,0,0,0,7,Educação,0,Branco/Nulo,NA,2,0,Não deveriam ter o direito de disputar a reeleição,3,Não ficaria surpreso(a) de jeito nenhum,1,0,0,0,0
964,Custódia,2605103,260510305000033,(3) Educação,0,REJEIÇÃO,63,Interessado(a),1,0,0,Sim,Dilma Rousseff,1,PSDB,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,0,0,0,1,4,6,1,7,7,4,1,4,1,Inseguro(a),185,Seguro(a),18,Branca,Católica,4,4,Saúde/hospitais/postos de saúde,5,1,4,6,1,1,0,1,0,1,0,0,0,0,5,Educação,1,3,Falta de água,2,1,Sim deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
965,Custódia,2605103,260510305000033,(2) Gestão Financeira,0,REJEIÇÃO,23,Interessado(a),1,0,0,Sim,Dilma Rousseff,1,PSDB,Calçamento/asfaltamento/buracos,1,1,4,Ruim,7,Péssimo,7,1,1,0,3,3,5,1,7,7,4,1,4,1,Seguro(a),113,Seguro(a),18,Branca,Católica,5,3,Calçamento/asfaltamento/buracos,4,3,3,5,1,0,1,1,0,0,0,1,1,1,5,Gestão Financ.,1,3,Má administração,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
966,Custódia,2605103,260510305000033,(2) Gestão Financeira,0,REJEIÇÃO,38,Nada interessado(a),0,0,0,Não,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,3,2,Bom,7,Bom,7,0,0,0,5,5,2,5,7,7,4,1,4,0,Seguro(a),93,Seguro(a),8,Branca,Católica,4,4,Saúde/hospitais/postos de saúde,2,5,5,2,5,0,1,1,0,0,1,0,0,0,5,Gestão Financ.,0,3,Saúde/hospitais/postos de saúde,2,0,Não deveriam ter o direito de disputar a reeleição,3,Não ficaria surpreso(a) de jeito nenhum,1,0,0,0,0
967,Custódia,2605103,260510305000033,(1) Controle,0,REJEIÇÃO,67,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,PSDB,Saúde/hospitais/postos de saúde,1,7,3,Regular,7,Regular,7,0,0,1,2,1,5,1,7,7,2,3,3,1,Inseguro(a),93,Seguro(a),3,Branca,Católica,4,3,Saúde/hospitais/postos de saúde,3,2,1,5,1,0,0,1,1,0,0,1,0,0,6,Educação,1,1,Saúde/hospitais/postos de saúde,5,1,Sim deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),1,1,1,0,0
968,Custódia,2605103,260510305000033,(3) Educação,0,REJEIÇÃO,40,Interessado(a),0,0,1,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,7,3,Regular,7,Regular,7,0,0,1,2,1,6,7,7,7,4,3,1,1,Seguro(a),93,Seguro(a),5,Parda,Evangélica Pentecostal,6,4,Desemprego/combate ao desemprego,3,2,1,6,7,1,0,1,0,0,1,0,0,0,4,Educação,1,3,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
969,Custódia,2605103,260510305000033,(1) Controle,0,REJEIÇÃO,20,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,5,3,Regular,7,Regular,7,0,0,0,6,7,7,6,7,7,4,1,4,1,Inseguro(a),185,Seguro(a),8,Parda,Católica,3,3,Desemprego/combate ao desemprego,3,6,7,7,6,0,0,1,1,1,1,0,0,0,5,Educação,1,3,Saúde/hospitais/postos de saúde,1,0,NA,3,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
970,Custódia,2605103,260510305000033,(2) Gestão Financeira,0,REJEIÇÃO,32,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,PT,Falta de água,1,7,3,Regular,7,Regular,7,0,0,1,2,3,4,2,7,7,2,1,4,0,Seguro(a),93,Seguro(a),8,Parda,Católica,3,3,Falta de água,3,2,3,4,2,0,1,1,0,1,1,0,0,0,5,Gestão Financ.,1,1,Má administração,5,1,Sim deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
971,Custódia,2605103,260510305000033,(3) Educação,0,REJEIÇÃO,26,Interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,1,7,5,Péssimo,7,Péssimo,7,0,0,1,5,2,5,5,7,7,4,1,4,1,Inseguro(a),133,Inseguro(a),5,Parda,Católica,3,3,Saúde/hospitais/postos de saúde,5,5,2,5,5,1,0,1,0,0,1,0,0,0,5,Educação,1,3,Má administração,2,0,Não deveriam ter o direito de disputar a reeleição,3,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
972,Custódia,2605103,260510305000033,(3) Educação,0,REJEIÇÃO,27,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,2,3,Regular,7,Regular,7,1,0,0,6,5,5,4,7,7,4,1,4,1,Seguro(a),185,Seguro(a),8,Parda,Evangélica Pentecostal,5,3,Desemprego/combate ao desemprego,3,6,5,5,4,1,0,1,0,0,0,1,0,0,5,Educação,1,1,Saúde/hospitais/postos de saúde,5,1,NA,1,Mais ou menos surpreso(a),0,1,1,1,0
973,Custódia,2605103,260510305000033,(1) Controle,0,REJEIÇÃO,38,Interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,7,2,Bom,7,Bom,7,1,0,1,4,5,4,5,7,7,2,1,3,1,Inseguro(a),93,Seguro(a),12,Branca,Católica,3,3,Saúde/hospitais/postos de saúde,2,4,5,4,5,0,0,1,1,1,1,0,0,0,4,Gestão Financ.,1,3,Má administração,2,0,Não deveriam ter o direito de disputar a reeleição,4,Não ficaria surpreso(a) de jeito nenhum,0,1,0,0,0
974,Custódia,2605103,260510305000033,(3) Educação,0,REJEIÇÃO,48,Interessado(a),1,0,0,Sim,Aécio Neves,1,PSDB,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,1,1,0,1,3,3,1,7,7,4,3,2,1,Seguro(a),185,Seguro(a),12,Parda,Católica,3,5,Saúde/hospitais/postos de saúde,5,1,3,3,1,1,0,1,0,1,1,0,0,0,5,Educação,1,3,Má administração,4,1,Não deveriam ter o direito de disputar a reeleição,1,Mais ou menos surpreso(a),0,1,0,1,0
975,Custódia,2605103,260510305000033,(2) Gestão Financeira,0,REJEIÇÃO,40,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,7,1,Ótimo,7,Ótimo,7,0,0,0,1,5,5,7,7,7,4,3,4,0,Seguro(a),93,Seguro(a),12,Branca,Católica,3,4,Saúde/hospitais/postos de saúde,1,1,5,5,7,0,1,1,0,1,1,0,0,0,7,Gestão Financ.,0,Branco/Nulo,NA,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,0,0,1,0
976,Custódia,2605103,260510305000033,(3) Educação,0,REJEIÇÃO,35,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,5,4,Ruim,7,Ruim,7,0,0,1,6,3,5,1,7,7,3,3,2,1,Seguro(a),183,Inseguro(a),4,Parda,Católica,4,3,Saúde/hospitais/postos de saúde,4,6,3,5,1,1,0,1,0,0,0,0,0,0,5,Educação,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
977,Custódia,2605103,260510305000034,(1) Controle,0,REJEIÇÃO,42,Nada interessado(a),0,1,0,Não,Dilma Rousseff,1,NA,Saúde/hospitais/postos de saúde,0,1,5,Ruim,7,Regular,7,1,0,1,4,5,3,5,7,7,4,3,1,0,Seguro(a),93,Seguro(a),5,Parda,Evangélica Pentecostal,5,4,Saúde/hospitais/postos de saúde,5,4,5,3,5,0,0,1,1,1,1,0,0,0,4,Gestão Financ.,0,Branco/Nulo,Má administração,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,0,0,1,0
978,Custódia,2605103,260510305000034,(2) Gestão Financeira,0,REJEIÇÃO,18,Pouco interessado(a),0,1,1,Sim,Aécio Neves,1,NA,Saúde/hospitais/postos de saúde,0,1,3,Regular,7,Regular,7,0,0,0,4,4,3,5,7,7,4,3,3,0,Seguro(a),29,Seguro(a),11,Parda,Evangélica Pentecostal,4,3,Saúde/hospitais/postos de saúde,3,4,4,3,5,0,1,1,0,1,1,0,0,1,6,Gestão Financ.,1,1,Falta de água,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,1,1,0
979,Custódia,2605103,260510305000034,(3) Educação,0,REJEIÇÃO,30,Interessado(a),1,0,1,Sim,Dilma Rousseff,1,PMDB,Falta de água,1,7,5,Péssimo,7,Péssimo,7,0,1,0,7,1,1,7,7,7,4,2,2,1,Muito seguro(a),137,Seguro(a),12,Branca,Católica,4,3,Falta de água,5,7,1,1,7,1,0,1,0,0,0,1,0,0,4,Educação,1,3,Saúde/hospitais/postos de saúde,1,0,Não deveriam ter o direito de disputar a reeleição,3,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
980,Custódia,2605103,260510305000034,(3) Educação,0,REJEIÇÃO,21,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,NA,Saúde/hospitais/postos de saúde,0,3,4,Ruim,7,Ruim,7,0,0,0,2,6,3,1,7,7,3,3,2,1,Seguro(a),93,Seguro(a),12,Parda,Católica,3,3,Saúde/hospitais/postos de saúde,4,2,6,3,1,1,0,1,0,1,1,0,1,0,5,Educação,1,3,Saúde/hospitais/postos de saúde,2,0,Não deveriam ter o direito de disputar a reeleição,3,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
981,Custódia,2605103,260510305000034,(1) Controle,0,REJEIÇÃO,65,Interessado(a),1,0,0,Sim,Dilma Rousseff,1,PSB,Segurança/violência/criminalidade,1,1,5,Péssimo,7,Ruim,7,1,1,0,2,7,7,1,7,7,4,3,4,1,Muito seguro(a),81,Muito seguro(a),18,Preta,"Religião afro-brasileira (Umbanda, Candomblé, etc.)",6,5,Segurança/violência/criminalidade,5,2,7,7,1,0,0,1,1,0,1,0,0,0,7,Educação,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
